1,-1,R
-1,0,R
1,-1,R
1,-1,R
1,1,D
1,0,D
-1,-1,D
1,1,D
1,0,D
1,0,D
-1,0,D
1,0,D
1,-1,D
1,0,D
1,0,R
1,0,R
1,1,R
1,0,R
1,0,D
1,0,R
0,1,R
1,1,R
0,1,R
1,-1,R
1,1,R
1,0,R
0,1,R
0,-1,R
1,1,R
1,1,R
1,1,R
1,-1,R
-1,1,D
1,0,D
0,1,D
1,1,D
1,0,D
1,0,D
1,0,D
0,-1,D
1,0,D
1,1,D
1,-1,R
1,0,R
1,1,R
0,1,R
0,-1,R
1,-1,R
1,-1,R
1,1,R
1,1,R
1,0,R
-1,0,R
-1,0,R
-1,-1,R
-1,-1,D
-1,-1,D
1,1,D
1,1,R
1,0,R
1,1,D
1,0,D
1,0,D
1,0,D
0,1,D
0,1,D
1,0,D
1,-1,D
-1,0,R
-1,-1,D
-1,-1,D
-1,-1,D
1,-1,R
1,0,D
1,-1,R
1,1,R
1,-1,R
1,0,R
1,0,R
1,-1,R
1,1,R
1,0,R
1,0,R
1,0,R
1,0,R
1,0,R
1,0,R
1,0,R
1,0,R
1,-1,R
1,-1,R
1,0,R
1,0,R
0,1,R
1,1,R
1,0,R
1,0,R
1,-1,R
1,-1,R
1,0,R
1,0,R
1,-1,R
1,1,R
1,1,R
1,-1,R
-1,-1,D
1,-1,R
1,1,R
1,-1,R
-1,0,D
1,0,R
1,1,R
1,-1,R
1,0,R
1,0,R
0,-1,R
1,-1,R
1,-1,R
1,0,R
1,0,R
1,1,D
1,-1,R
1,-1,R
1,-1,R
1,-1,R
1,-1,R
1,-1,R
-1,0,D
-1,0,D
-1,-1,D
-1,1,R
1,1,R
1,0,D
1,1,R
0,1,R
0,-1,R
1,-1,R
1,0,D
1,0,R
1,1,R
1,1,R
1,-1,R
1,-1,R
1,-1,R
1,-1,R
0,1,R
1,-1,R
1,-1,R
0,1,R
1,-1,R
1,-1,R
1,-1,R
0,1,R
0,1,R
0,1,R
1,-1,R
0,-1,R
-1,-1,R
-1,-1,R
1,-1,R
1,-1,R
1,-1,R
0,-1,R
0,-1,R
0,-1,R
0,-1,R
0,-1,R
1,-1,R
1,-1,R
-1,-1,R
-1,1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
1,0,R
1,1,R
-1,-1,R
1,1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
1,1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
-1,-1,R
1,0,D
0,-1,D
1,0,D
1,1,D
1,1,D
1,1,D
0,-1,D
-1,0,D
1,0,D
1,1,D
1,-1,D
1,1,R
1,1,R
0,1,R
0,1,R
1,-1,R
1,-1,R
1,0,R
1,-1,R
1,0,R
1,0,R
0,1,R
1,-1,R
1,-1,R
1,-1,R
1,-1,R
1,-1,R
1,0,R
1,0,R
1,1,R
1,-1,R
0,1,R
1,1,R
0,-1,R
1,0,R
1,-1,R
1,1,R
1,-1,R
1,0,R
1,-1,R
1,1,R
0,1,R
1,1,R
1,1,D
1,1,D
1,1,D
1,1,D
1,0,D
1,0,D
1,0,D
1,0,D
1,0,D
1,0,D
1,1,D
1,1,D
1,1,D
1,1,D
1,0,D
1,1,D
-1,1,D
1,0,R
1,0,R
1,-1,D
0,-1,D
1,0,R
1,0,R
1,0,R
1,1,D
1,0,R
1,1,R
1,-1,R
1,0,R
1,-1,R
1,-1,R
1,0,R
1,0,R
1,-1,R
1,0,R
1,-1,R
1,1,R
1,0,R
1,-1,R
1,1,R
1,1,D
0,-1,R
1,0,R
1,0,R
1,-1,R
1,-1,D
1,0,D
1,0,R
1,-1,R
0,-1,D
1,-1,D
1,-1,D
0,-1,D
0,1,R
1,0,D
1,0,D
1,1,D
1,1,D
-1,-1,D
1,1,D
0,1,D
0,1,D
1,-1,D
0,-1,D
0,1,D
1,1,R
-1,0,R
-1,0,R
1,0,R
1,0,R
1,0,R
1,1,R
1,-1,R
1,0,R
0,-1,R
1,0,R
1,-1,R
0,-1,R
1,-1,R
0,-1,R
